Track name	Track link	User name	User link	Play count	Duration
Alive	https://soundcloud.com/snavs/alive?in=ilyanaazman/sets/bestoftrapnation	Snavs	https://soundcloud.com/snavs	159K	3:03
Far Away	https://soundcloud.com/slushiimusic/far-away?in=ilyanaazman/sets/bestoftrapnation	slushii	https://soundcloud.com/slushiimusic	385K	3:28
Barren Gates - Area 51	https://soundcloud.com/futuregenerationofficial/barren-gates-area-51?in=ilyanaazman/sets/bestoftrapnation	Future Generation	https://soundcloud.com/futuregenerationofficial	220K	3:00
OneRepublic - Rescue Me (KONAR Remix)	https://soundcloud.com/konar-music/rescue-me-konar-remix?in=ilyanaazman/sets/bestoftrapnation	KONAR	https://soundcloud.com/konar-music	98K	2:53
Maroon 5 - Cold (Despotem & Tim Beeren Remix)[Trap Nation premiere]	https://soundcloud.com/trapicalshh/cold?in=ilyanaazman/sets/bestoftrapnation	Trapical's Hidden Gems	https://soundcloud.com/trapicalshh	124K	3:30
I'm Fine ft. Nevve	https://soundcloud.com/williamblack/im-fine-ft-nevve?in=ilyanaazman/sets/bestoftrapnation	William Black	https://soundcloud.com/williamblack	162K	3:30
The Chainsmokers, Illenium - Takeaway (T-Mass Remix)	https://soundcloud.com/thedaniel3009/the-chainsmokers-illenium-takeaway-t-mass-remix?in=ilyanaazman/sets/bestoftrapnation	thedaniel3009	https://soundcloud.com/thedaniel3009	222K	3:13
Drown The Sky ft. RØRY	https://soundcloud.com/williamblack/drown-the-sky-ft-rory?in=ilyanaazman/sets/bestoftrapnation	William Black	https://soundcloud.com/williamblack	214K	3:41
5 Seconds Of Summer - Youngblood (Arcando & Oddcube Remix)	https://soundcloud.com/arcando-official/youngblood?in=ilyanaazman/sets/bestoftrapnation	ARCANDO	https://soundcloud.com/arcando-official	148K	3:21
Sander van Doorn, Martin Garrix, DVBBS ft Aleesia - Gold Skies (RATTLED BY ATLAST)	https://soundcloud.com/itsatlast/goldskies?in=ilyanaazman/sets/bestoftrapnation	ATLAST	https://soundcloud.com/itsatlast	101K	3:37
SDMS - Moonlight Feat. John Dakolias	https://soundcloud.com/dj-sdms/sdms-moonlight-feat-john-dakolias-1?in=ilyanaazman/sets/bestoftrapnation	SDMS	https://soundcloud.com/dj-sdms	130K	3:37
Besomorph & N3WPORT - Zombie (ft. Lunis)	https://soundcloud.com/besomorph/zombiex?in=ilyanaazman/sets/bestoftrapnation	Besomorph	https://soundcloud.com/besomorph	184K	2:51
MEDUZA - Piece Of Your Heart (Neptunica Remix)	https://soundcloud.com/realgabzz/meduza-piece-of-your-heart-neptunica-remix?in=ilyanaazman/sets/bestoftrapnation	Gabzzz :L	https://soundcloud.com/realgabzz	116K	2:56
Gryffin & Slander - All You Need To Know (Far Out Remix)	https://soundcloud.com/faroutofficial/gryffin-slander-all-you-need-to-know-far-out-remix?in=ilyanaazman/sets/bestoftrapnation	Far Out	https://soundcloud.com/faroutofficial	131K	4:07
888 - Pins And Needles (Xan Griffin Remix)	https://soundcloud.com/xangriffin/pinsneedles?in=ilyanaazman/sets/bestoftrapnation	Xan Griffin	https://soundcloud.com/xangriffin	99.2K	3:31
Ed Sheeran Ft Chance The Rapper & PnB Rock - Cross Me (Romen Jewels Remix)	https://soundcloud.com/romenjewelsvip2/ed-sheeran-ft-chance-the-rapper-pnb-rock-cross-me-romen-jewels-remix?in=ilyanaazman/sets/bestoftrapnation	Romen Jewels VIP 2	https://soundcloud.com/romenjewelsvip2	143K	4:30
Virm	https://soundcloud.com/theanbuu/virm-twin-dragons-drum-kit-promo?in=ilyanaazman/sets/bestoftrapnation	anbuu	https://soundcloud.com/theanbuu	163K	2:23
Ascence - Never Alone [Lowly.]	https://soundcloud.com/ascenceprod/ascence-never-alone-lowly?in=ilyanaazman/sets/bestoftrapnation	Ascence	https://soundcloud.com/ascenceprod	66.5K	2:49
The Real And No Lie	https://soundcloud.com/iamcozmoe/the-real-and-no-lie?in=ilyanaazman/sets/bestoftrapnation	cozmoe	https://soundcloud.com/iamcozmoe	88.5K	4:16
Far Out - Origin	https://soundcloud.com/faroutofficial/far-out-origin?in=ilyanaazman/sets/bestoftrapnation	Far Out	https://soundcloud.com/faroutofficial	420K	3:13
The Chainsmokers - Don't Let Me Down (Illenium Remix)	https://soundcloud.com/illeniumofficial/the-chainsmokers-dont-let-me-down-illenium-remix?in=ilyanaazman/sets/bestoftrapnation	ILLENIUM	https://soundcloud.com/illeniumofficial	123M	3:39
Diplo - Revolution (SEAN&BOBO REMIX)	https://soundcloud.com/djseanbobomashups/diplo-revolution-sean-bobo?in=ilyanaazman/sets/bestoftrapnation	Sean&Bobo REMIXES	https://soundcloud.com/djseanbobomashups	5.29M	4:20
Halsey - Without Me (Nurko & Miles Away Remix)	https://soundcloud.com/nurkomusic/halsey-withoutme-nurko-milesaway?in=ilyanaazman/sets/bestoftrapnation	ɴᴜʀᴋᴏ💧	https://soundcloud.com/nurkomusic	3.35M	4:29
Valesco - All I Need	https://soundcloud.com/valesco_official/all-i-need?in=ilyanaazman/sets/bestoftrapnation	Valesco	https://soundcloud.com/valesco_official	212K	3:13
Fairlane - Uncover You (ft. Ilsey)	https://soundcloud.com/fairlaneofficial/fairlane-uncover-you-ft-ilsey-1?in=ilyanaazman/sets/bestoftrapnation	Fairlane	https://soundcloud.com/fairlaneofficial	545K	3:54
Valesco - Stay With Me	https://soundcloud.com/valesco_official/stay-with-me?in=ilyanaazman/sets/bestoftrapnation	Valesco	https://soundcloud.com/valesco_official	178K	3:41
Afterdark (feat. Aviella)	https://soundcloud.com/myrne/afterdark?in=ilyanaazman/sets/bestoftrapnation	MYRNE	https://soundcloud.com/myrne	370K	3:20
Camila Cabello - Havana Ft. Young Thug (Lost Sky Remix)	https://soundcloud.com/arcanjomusic/camila-cabello-havana-ft-young-thug-tule-remix?in=ilyanaazman/sets/bestoftrapnation	Arcanjo Music	https://soundcloud.com/arcanjomusic	607K	3:51
Tomsize x Twenty One Pilots - Stressed Out	https://soundcloud.com/tomsize/twenty-one-pilots-stressed-out-tomsize-remix?in=ilyanaazman/sets/bestoftrapnation	TOMSIZE	https://soundcloud.com/tomsize	32.4M	3:44
Veorra & The Tech Thieves - Ghost Town (Cover)	https://soundcloud.com/thetechthievesmusic/ghosttown?in=ilyanaazman/sets/bestoftrapnation	The Tech Thieves	https://soundcloud.com/thetechthievesmusic	2.2M	3:36
Clean Bandit - Rockabye Ft. Sean Paul & Anne - Marie (SHAKED Trap Remix) [*FREE*]	https://soundcloud.com/shaked-official/clean-bandit-rockabye-ft-sean-paul-anne-marie-shaked-trap-remix-free?in=ilyanaazman/sets/bestoftrapnation	SHAKED (Official)	https://soundcloud.com/shaked-official	9.98M	3:26
The Chainsmokers, Bebe Rexha - Call You Mine (Linko Remix)	https://soundcloud.com/linkomusic/the-chainsmokers-bebe-rexha-call-you-mine-linko-remix-2?in=ilyanaazman/sets/bestoftrapnation	Linko	https://soundcloud.com/linkomusic	199K	3:08
Major Lazer & Sean Paul - Come On To Me (TWRK & Lexxmatiq Remix)	https://soundcloud.com/urban-trap-beatz/major-lazer-sean-paul-come-on-to-me-twrk-lexxmatiq-remix?in=ilyanaazman/sets/bestoftrapnation	Urban Trap Beatz	https://soundcloud.com/urban-trap-beatz	70.8K	3:50
Rain Man Feat. Oly - Bring Back The Summer (Not Your Dope Remix)	https://soundcloud.com/itstrapnetwork/rain-man-feat-oly-bring-back-the-summer-not-your-dope-remix?in=ilyanaazman/sets/bestoftrapnation	Trap Network	https://soundcloud.com/itstrapnetwork	1.23M	3:40
Illenium - It's All on U (feat. Liam O'Donnell)	https://soundcloud.com/ff1493/its-all-on-you?in=ilyanaazman/sets/bestoftrapnation	magenta	https://soundcloud.com/ff1493	1.06M	3:24
Alessia Cara - Scars To Your Beautiful (JELLYFYSH Remix)	https://soundcloud.com/icy2/alessia-cara-scars-to-your-beautiful-jellyfysh-remix?in=ilyanaazman/sets/bestoftrapnation	icy II	https://soundcloud.com/icy2	708K	4:00
Steve Aoki & Boehm (ft. Walk the Moon) - Back 2 U (William Black Remix)	https://soundcloud.com/williamblackbootlegs/back-2-u-william-black-remix?in=ilyanaazman/sets/bestoftrapnation	William Black Bootlegs	https://soundcloud.com/williamblackbootlegs	552K	3:58
Zella Day - Compass (Vanic Remix)	https://soundcloud.com/djvanic/compass-vanic-remix?in=ilyanaazman/sets/bestoftrapnation	VANIC Official	https://soundcloud.com/djvanic	2.18M	4:18
Melanie Martinez - Mad Hatter (KXA Remix)*CLICK BUY 4 FREE DL*	https://soundcloud.com/kxa-vip/melanie-martinez-mad-hatter-kxa-remix?in=ilyanaazman/sets/bestoftrapnation	KXA VIP	https://soundcloud.com/kxa-vip	1.28M	4:07
Major Lazer & Justin Bieber - Cold Water (R3hab vs Skytech Remix)	https://soundcloud.com/r3hab/major-lazer-justin-bieber-cold-water-r3hab-vs-skytech-remix?in=ilyanaazman/sets/bestoftrapnation	R3HAB	https://soundcloud.com/r3hab	1.74M	2:40
Lucian - Follow (feat. Sleeper)	https://soundcloud.com/lucianofficial/lucian-follow-feat-sleeper?in=ilyanaazman/sets/bestoftrapnation	Lucian	https://soundcloud.com/lucianofficial	629K	3:53
Still Young - Midnight (THIEVES Heaven Trap Remix)	https://soundcloud.com/yothieves/midnight-remix?in=ilyanaazman/sets/bestoftrapnation	Party Thieves	https://soundcloud.com/yothieves	3.35M	2:44
Melanie Martinez - Pity Party (KXA Remix)*NOW ON TRAP NATION*	https://soundcloud.com/kxa-1/melanie-martinez-pity-party-kxa-remix?in=ilyanaazman/sets/bestoftrapnation	KXA	https://soundcloud.com/kxa-1	1.31M	3:10
Sounds Of Kshmr Vol 2 (Original Mix)	https://soundcloud.com/djhypnotic220/sounds-of-kshmr-vol-2-original-mix?in=ilyanaazman/sets/bestoftrapnation	HYPNOTIC	https://soundcloud.com/djhypnotic220	61.1K	2:46
Nola Wren - College (Lucian Remix)	https://soundcloud.com/trappliffe/nola-wren-college-lucian-remix?in=ilyanaazman/sets/bestoftrapnation	TRAP Life	https://soundcloud.com/trappliffe	50.1K	3:49
STAY HIGH	https://soundcloud.com/u-ik/stay-high?in=ilyanaazman/sets/bestoftrapnation	U$IK	https://soundcloud.com/u-ik	562K	3:01
Icona Pop - Ready For The Weekend (Lexxmatiq Remix) FREE DL IN DESCRIPTION	https://soundcloud.com/djlexxmatiq/icona-pop-ready-for-the-weekend-lexxmatiq-remix?in=ilyanaazman/sets/bestoftrapnation	Lexxmatiq	https://soundcloud.com/djlexxmatiq	311K	3:34
Shaun Frank - Let You Get Away (ft. Ashe) (Nolan van Lith Remix)	https://soundcloud.com/nolanvanlith/lygaremix?in=ilyanaazman/sets/bestoftrapnation	Nolan van Lith	https://soundcloud.com/nolanvanlith	221K	3:20
Keys N Krates - Dum Dee Dum (NGHTMRE Remix)	https://soundcloud.com/nghtmre/dum-dee-dum-remix?in=ilyanaazman/sets/bestoftrapnation	NGHTMRE	https://soundcloud.com/nghtmre	12.4M	2:50
Lenka - Blue Skies (REVOKE REMIX)	https://soundcloud.com/revokesounds/blue-skies-revoke-remix?in=ilyanaazman/sets/bestoftrapnation	REVOKE	https://soundcloud.com/revokesounds	7.36M	3:26
San Holo - Donkey Kong	https://soundcloud.com/sanholobeats/san-holo-donkey-kong?in=ilyanaazman/sets/bestoftrapnation	San Holo	https://soundcloud.com/sanholobeats	1.75M	1:54
Gone (feat. Ezi)	https://soundcloud.com/kapslap/gone-feat-ezi?in=ilyanaazman/sets/bestoftrapnation	Kap Slap	https://soundcloud.com/kapslap	1.08M	3:21
Major Lazer & DJ Snake - Lean On (feat. MØ)(CRNKN Remix)	https://soundcloud.com/majorlazer/lean-on-crnkn-remix?in=ilyanaazman/sets/bestoftrapnation	Major Lazer	https://soundcloud.com/majorlazer	6.09M	3:24
Melanie Martinez - Soap (Excellence Remix) BUY=FREE DOWNLOAD	https://soundcloud.com/exc3/melanie-martinez-soap-excellence-remix?in=ilyanaazman/sets/bestoftrapnation	EXCE	https://soundcloud.com/exc3	88.3K	3:37
Melanie Martinez - Soap (Solstis Remix)	https://soundcloud.com/wearesolstis/soap?in=ilyanaazman/sets/bestoftrapnation	Solstis	https://soundcloud.com/wearesolstis	1.56M	3:51
Bad Karma	https://soundcloud.com/axelthesleff/bad-karma?in=ilyanaazman/sets/bestoftrapnation	Axel Thesleff	https://soundcloud.com/axelthesleff	13.3M	6:56
Dr. Dre - The Next Episode (San Holo Remix)	https://soundcloud.com/electricspark/dr-dre-the-next-episode-san-holo-remix?in=ilyanaazman/sets/bestoftrapnation	Electric Spark	https://soundcloud.com/electricspark	17.3M	4:12
Jetta - I'd Love To Change The World (Matstubs Remix) NIGHTCORE VERSION	https://soundcloud.com/afieqzz/jetta-id-love-to-change-the-world-matstubs-remix-abamadaro-ver?in=ilyanaazman/sets/bestoftrapnation	afieqzz	https://soundcloud.com/afieqzz	3.97M	3:10
Alessia Cara - Here (Lucian Remix)	https://soundcloud.com/thomaslvl/alessia-cara-here-lucian-remix?in=ilyanaazman/sets/bestoftrapnation	T h o m a x 99	https://soundcloud.com/thomaslvl	4.33M	3:27
Gioni - Trigger	https://soundcloud.com/elysianrecords/gioni-trigger?in=ilyanaazman/sets/bestoftrapnation	Elysian Records	https://soundcloud.com/elysianrecords	8.11M	3:20
Galantis - Runaway (U & I) (Gioni Remix)	https://soundcloud.com/xsuperbeats/galantis-runaway-u-i-gioni-remix?in=ilyanaazman/sets/bestoftrapnation	SuperBeats	https://soundcloud.com/xsuperbeats	9.99M	3:15
Marshmello - Summer [Thissongissick.com Premiere] [Free Download]	https://soundcloud.com/nickraymondg/marshmello-summer-premiere?in=ilyanaazman/sets/bestoftrapnation	Thissongissick.com	https://soundcloud.com/nickraymondg	3.14M	3:53
Veorra - Run	https://soundcloud.com/mattia-bonfanti-147255049/veorra-run?in=ilyanaazman/sets/bestoftrapnation	Mattia Bonfanti	https://soundcloud.com/mattia-bonfanti-147255049	1.45M	4:00
TheFatRat - No No No	https://soundcloud.com/arwv/thefatrat-no-no-no?in=ilyanaazman/sets/bestoftrapnation	ARWV	https://soundcloud.com/arwv	182K	3:01
TheFatRat - Xenogenesis	https://soundcloud.com/tastynetwork/thefatrat-xenogenesis-1?in=ilyanaazman/sets/bestoftrapnation	Tasty	https://soundcloud.com/tastynetwork	1.15M	3:53
[Trap] Kaskade & Felix Cartal - Fakin It (ft. Ofelia K) (William Black Remix)	https://soundcloud.com/abk132/trap-kaskade-felix-cartal-fakin-it-ft-ofelia-k-william-black-remix?in=ilyanaazman/sets/bestoftrapnation	Soundstap	https://soundcloud.com/abk132	25.5K	3:24
Arrested Youth - Vans (it's different Remix)	https://soundcloud.com/samet-k-l-739982498/arrested-youth-vans-its?in=ilyanaazman/sets/bestoftrapnation	BeyazGeceler	https://soundcloud.com/samet-k-l-739982498	182K	3:29
Twenty One Pilots - Ride (Jaydon Lewis Remix)	https://soundcloud.com/morethanrecs/twenty-one-pilots-ride-jaydon-lewis-remix?in=ilyanaazman/sets/bestoftrapnation	More Than Records	https://soundcloud.com/morethanrecs	20.9M	4:05
Zara Larsson - Never Forget You (Price & Takis Remix)	https://soundcloud.com/priceandtakis/zara-larsson-never-forget-you-price-takis-remix?in=ilyanaazman/sets/bestoftrapnation	PRICE & TAKIS	https://soundcloud.com/priceandtakis	4.13M	4:15
Sean Paul ft. Dua Lipa - No Lie (BVRNOUT Remix)	https://soundcloud.com/bvrnout/no-lie-bvrnout-remix?in=ilyanaazman/sets/bestoftrapnation	BVRNOUT	https://soundcloud.com/bvrnout	12.1M	3:01
Yellow Claw - City on Lockdown feat. Juicy J & Lil Debbie	https://soundcloud.com/yellowclaw/yellow-claw-city-on-lockdown-feat-juicy-j-lil-debbie?in=ilyanaazman/sets/bestoftrapnation	Yellow Claw	https://soundcloud.com/yellowclaw	2.62M	3:15
Mike Perry - Ocean (Neptunica Feat. Maiden Rose Cover Remix Edit)	https://soundcloud.com/neptunicamusic/ocean?in=ilyanaazman/sets/bestoftrapnation	Neptunica	https://soundcloud.com/neptunicamusic	226K	3:14
Rae Sremmurd - This Could Be Us (Arman Cekin & Ellusive Remix)	https://soundcloud.com/imellusive/this-could-be-us?in=ilyanaazman/sets/bestoftrapnation	Ellusive	https://soundcloud.com/imellusive	13.2M	2:38
Taylor Swift Ft. Brendon U - ME! (Miles Away Remix)	https://soundcloud.com/raumraumraumerino-carrot/taylor-swift-ft-brendon-u-me-miles-away-remix?in=ilyanaazman/sets/bestoftrapnation	RaumRaumRaumerino carrot	https://soundcloud.com/raumraumraumerino-carrot	40.7K	3:03
Zara Larsson - Uncover (Afterfab Remix)	https://soundcloud.com/morethanrecs/zara-larsson-uncover-afterfab-remix?in=ilyanaazman/sets/bestoftrapnation	More Than Records	https://soundcloud.com/morethanrecs	2.63M	2:51
blackbear - fashion week (it's different remix)	https://soundcloud.com/itsdifferent/fashionweek?in=ilyanaazman/sets/bestoftrapnation	it's different	https://soundcloud.com/itsdifferent	4.61M	2:33
Calvin Harris - Outside Ft. Ellie Goulding (Savagez Trap Remix)	https://soundcloud.com/alexeiorloff/calvin-harris-outside-ft-ellie-goulding-savagez-trap-remix?in=ilyanaazman/sets/bestoftrapnation	alexeiorloff	https://soundcloud.com/alexeiorloff	11.9M	3:52
Dua Lipa - IDGAF (CryJaxx & Marin Hoxha Remix)	https://soundcloud.com/cryjaxxtoo/idgaf-remix?in=ilyanaazman/sets/bestoftrapnation	CryJaxx Too 🌐	https://soundcloud.com/cryjaxxtoo	456K	2:36
ariana grande - thank u next (neovaii remix)	https://soundcloud.com/whixex/ariana-grande-thank-u-next-neovaii-remix?in=ilyanaazman/sets/bestoftrapnation	sad	https://soundcloud.com/whixex	127K	4:08
Nora En Pure - Diving With Whales (Daniel Portman Radio Mix)	https://soundcloud.com/noraenpure/nora-en-pure-diving-with-whales-daniel-portman-radio-mix?in=digitalstreams/sets/saxxyhouse	Nora En Pure	https://soundcloud.com/noraenpure	None	4:28
Midsummer Ecstasy	https://soundcloud.com/kalimusic97/midsummers-ecstasy?in=digitalstreams/sets/saxxyhouse	KALI	https://soundcloud.com/kalimusic97	41.2K	4:51
Bakermat - One Day (Vandaag) (Original Mix)	https://soundcloud.com/bakermatmusic/bakermat-vandaag-original-mix?in=digitalstreams/sets/saxxyhouse	Bakermat	https://soundcloud.com/bakermatmusic	13.7M	5:22
Koichi Sato x Mika Kitten - Sunset Drive {Original Mix)	https://soundcloud.com/officialdigitalrecords/sunsetdrive?in=digitalstreams/sets/saxxyhouse	Digital Records	https://soundcloud.com/officialdigitalrecords	2.07M	7:13
Quarantine life w/ Destructo - Coronavirus Update	https://soundcloud.com/edm_podcast/destructo?in=digitalstreams/sets/saxxyhouse	EDM Un-Plugged Podcast	https://soundcloud.com/edm_podcast	490K	27:00
Wicked Games Edit	https://soundcloud.com/soulclap/wicked-game-edit?in=digitalstreams/sets/saxxyhouse	Soul Clap	https://soundcloud.com/soulclap	349K	7:53
Stefan Biniak - The Read All About It Bootleg	https://soundcloud.com/esbee/stefan-biniak-the-read-all?in=digitalstreams/sets/saxxyhouse	Stefan Biniak	https://soundcloud.com/esbee	9.25M	6:30
Marvin Gaye - If This World Were Mine(Chris Madem Remix) Buy Via Bandcamp	https://soundcloud.com/x-m-d/marvin-gaye-if-this-world-were-minechris-madem-remix?in=digitalstreams/sets/saxxyhouse	Chris Madem	https://soundcloud.com/x-m-d	370K	6:00
ZHU x Tame Impala - My Life	https://soundcloud.com/zhu/zhu-x-tame-impala-my-life?in=digitalstreams/sets/saxxyhouse	ZHU	https://soundcloud.com/zhu	2.29M	4:54
Klingande & Bright Sparks - Messiah	https://soundcloud.com/klingande/klingande-messiah?in=digitalstreams/sets/saxxyhouse	Klingande	https://soundcloud.com/klingande	832K	3:04
Robin Schulz - Warm Minds (Original Mix)	https://soundcloud.com/robin-schulz/robin-schulz-warm-minds?in=digitalstreams/sets/saxxyhouse	Robin Schulz	https://soundcloud.com/robin-schulz	831K	6:08
Antoine Chambe - Dream Of Me	https://soundcloud.com/tech-me-house/antoine-chambe-dream-of-me-ft-sarah-k?in=digitalstreams/sets/saxxyhouse	Tech Me House	https://soundcloud.com/tech-me-house	7.28M	3:45
Changes (Vs Pnau)	https://soundcloud.com/faul-official/changes-feat-wad-ad?in=digitalstreams/sets/saxxyhouse	Faul & Wad	https://soundcloud.com/faul-official	22.8M	5:44
Francesco Rossi - Paper Aeroplane (MK Gone With The Wind Remix Soundcloud Edit)	https://soundcloud.com/marckinchen/francesco-rossi-paper-mk-remix-soundcloud-edit?in=digitalstreams/sets/saxxyhouse	MK (Marc Kinchen)	https://soundcloud.com/marckinchen	1.89M	4:15
Robin Schulz - Sunset (Original Mix) OUT NOW!!!	https://soundcloud.com/robin-schulz/robin-schulz-sunset-original?in=digitalstreams/sets/saxxyhouse	Robin Schulz	https://soundcloud.com/robin-schulz	5.27M	7:02
Tom Odell - Another Love (Zwette Edit)	https://soundcloud.com/zwette/another-love?in=digitalstreams/sets/saxxyhouse	Zwette	https://soundcloud.com/zwette	18.9M	6:03
Jai Wolf - Indian Summer	https://soundcloud.com/foreignfamily/jai-wolf?in=digitalstreams/sets/saxxyhouse	Foreign Family Collective	https://soundcloud.com/foreignfamily	25.9M	4:08
Bolier & Redondo ft. Bitter's Kiss - Lost & Found (Radio Edit) [Out Now]	https://soundcloud.com/spinnin-deep/bolier-redondo-ft-bitters-kiss-lost-found-radio-edit-available-november-23?in=digitalstreams/sets/saxxyhouse	Spinnin' Deep	https://soundcloud.com/spinnin-deep	1.77M	2:50
Lykke Li - Gunshot (Faul Remix)	https://soundcloud.com/faul-official/lykke-li-gunshot-faul-remix?in=digitalstreams/sets/saxxyhouse	Faul & Wad	https://soundcloud.com/faul-official	1.45M	5:41
Matt Simons - Catch & Release (Deepend Remix) - [OUT NOW!!]	https://soundcloud.com/deependmusic/matt-simons-catch-release-deepend-remix-out-now?in=digitalstreams/sets/saxxyhouse	Deepend	https://soundcloud.com/deependmusic	43.4M	3:15
Mahmut Orhan Ft. Sena Sener - Feel (Original Mix)[ Ultra Music ]	https://soundcloud.com/mahmut-orhan/senasener-feel-original-mix?in=digitalstreams/sets/saxxyhouse	Mahmut Orhan	https://soundcloud.com/mahmut-orhan	10.8M	3:06
Deep Chills - Blinded (feat. Emma Carn) [FREE DOWNLOAD]	https://soundcloud.com/miamibeats/blinded?in=digitalstreams/sets/saxxyhouse	Miami Beats	https://soundcloud.com/miamibeats	13M	3:20
MÖWE - Birds Flying High (FREE Download)	https://soundcloud.com/m-we-1/mowe-birds-flying-high?in=digitalstreams/sets/saxxyhouse	MÖWE	https://soundcloud.com/m-we-1	16.6M	5:09
Gareth Emery feat. Lawson - Make It Happen (Nicolas Haelg Remix) [OUT NOW]	https://soundcloud.com/armadamusic/gareth-emery-feat-lawson-make-it-happen-nicolas-haelg-remix-out-now?in=digitalstreams/sets/saxxyhouse	Armada Music	https://soundcloud.com/armadamusic	121K	2:58
Aney F. - Panama City (Original Mix) - Innocent Music	https://soundcloud.com/aneyf/aney-f-panama-city-original-mix-innocent-music?in=digitalstreams/sets/saxxyhouse	Aney F.	https://soundcloud.com/aneyf	222K	5:49
Premiere: Escape 'Just Escape' feat Daudi Matsiko (Justin Martin remix)	https://soundcloud.com/mixmag-1/premiere-escape-just-escape-feat-daudi-matsiko-justin-martin-remix?in=digitalstreams/sets/saxxyhouse	Mixmag	https://soundcloud.com/mixmag-1	891K	6:12
Secondcity & Makree - Never Been In Love (Original Mix)	https://soundcloud.com/johnlueck/secondcity-makree-never-been-in-love-original-mix?in=digitalstreams/sets/saxxyhouse	John Lueck	https://soundcloud.com/johnlueck	112K	4:30
Praise You	https://soundcloud.com/gamperdadoni/gamper-dadoni-praise-you-1?in=digitalstreams/sets/saxxyhouse	GAMPER & DADONI	https://soundcloud.com/gamperdadoni	2.14M	2:56
Ocean	https://soundcloud.com/livealok/ocean?in=digitalstreams/sets/saxxyhouse	Alok	https://soundcloud.com/livealok	2.14M	2:54
Summer '97 ft. Muzzy Bearr	https://soundcloud.com/griz/summer-97-ft-muzzy-bearr?in=digitalstreams/sets/saxxyhouse	GRiZ	https://soundcloud.com/griz	16.5M	4:27
Redondo & Boiler - Sunshine (Brighten Up My Days)	https://soundcloud.com/spinnin-deep/redondo-boiler-sunshine-original-mixout-now?in=digitalstreams/sets/saxxyhouse	Spinnin' Deep	https://soundcloud.com/spinnin-deep	499K	5:00
On June Feat. Tesity - The Devil's Tears (Sam Feldt Edit)	https://soundcloud.com/samfeldt/on-june-feat-tesity-the-devils-tears-sam-feldt-edit?in=digitalstreams/sets/saxxyhouse	Sam Feldt	https://soundcloud.com/samfeldt	4.85M	3:17
De Hofnar X Goodluck - Back In The Day (Radio Edit)	https://soundcloud.com/de-hofnar/de-hofnar-x-goodluck-back-in-the-day-radio-edit?in=digitalstreams/sets/saxxyhouse	De Hofnar	https://soundcloud.com/de-hofnar	5.75M	2:52
Nora Van Elken - All Night Long	https://soundcloud.com/noravanelken/allnightlong?in=digitalstreams/sets/saxxyhouse	Nora Van Elken	https://soundcloud.com/noravanelken	109K	2:51
Lykke Li - I Follow Rivers ( FlicFlac Remix )	https://soundcloud.com/kevinrichi/lykke-li-i-follow-rivers-yolo?in=digitalstreams/sets/saxxyhouse	Kevin Richi /// FlicFlac	https://soundcloud.com/kevinrichi	1.31M	4:15
Alternate State (feat. Róisín Murphy)	https://soundcloud.com/hotnatured/hot-natured-feat-roisin-murphy?in=digitalstreams/sets/saxxyhouse	Hot Natured	https://soundcloud.com/hotnatured	1.07M	None
Bakermat - Teach Me (MK Remix)	https://soundcloud.com/marckinchen/bakermat-teach-me-mk-remix?in=digitalstreams/sets/saxxyhouse	MK (Marc Kinchen)	https://soundcloud.com/marckinchen	2.86M	6:41
Wild Summer	https://soundcloud.com/flamingosis/wild-summer?in=digitalstreams/sets/saxxyhouse	Flamingosis	https://soundcloud.com/flamingosis	18.5K	3:33
Oscar P - Deep Space Berlin #039	https://soundcloud.com/deepspaceberlin/oscar-p-deep-space-berlin-039?in=digitalstreams/sets/saxxyhouse	DEEP SPACE BERLIN	https://soundcloud.com/deepspaceberlin	2,169	1:00:00
Baz Luhrmann - Wear Sunscreen (Mau Kilauea's Tropical Remix)	https://soundcloud.com/mad-house-19/baz-luhrmann-wear-sunscreen-mau-kilaueas-tropical-remix-1?in=digitalstreams/sets/saxxyhouse	Mad House	https://soundcloud.com/mad-house-19	27.6K	6:48
Thomas Hayden - Universe (Free Download) [Future House]	https://soundcloud.com/thomashayden/universe?in=partyplaylists69/sets/party-2018	Thomas Hayden	https://soundcloud.com/thomashayden	None	3:19
Rich James - Want Me (Original Mix)	https://soundcloud.com/futurehouseanddeep/wantme?in=partyplaylists69/sets/party-2018	Future House & Deep	https://soundcloud.com/futurehouseanddeep	2.52M	4:44
DOPEDROP - Oldskool	https://soundcloud.com/clutchrecs/c0052?in=partyplaylists69/sets/party-2018	CLUTCH Records	https://soundcloud.com/clutchrecs	102K	3:01
Giant	https://soundcloud.com/calvinharris/giant?in=partyplaylists69/sets/party-2018	Calvin Harris	https://soundcloud.com/calvinharris	None	None
Robin Schulz - Sun Goes Down (feat. Jasmine Thompson) (Radio Mix)	https://soundcloud.com/robin-schulz/robin-schulz-feat-jasmine-thompson-sun-goes-down-radio-mix?in=partyplaylists69/sets/party-2018	Robin Schulz	https://soundcloud.com/robin-schulz	29.3M	3:00
LUX - Need You Now	https://soundcloud.com/ttomusic/t0047?in=partyplaylists69/sets/party-2018	Tech this out	https://soundcloud.com/ttomusic	134K	3:47
Faithless - Insomnia (Calippo Remix)	https://soundcloud.com/selected-stream/faithless-insomnia-calippo-remix?in=partyplaylists69/sets/party-2018	Selected.	https://soundcloud.com/selected-stream	5.98M	4:02
